index,StateAbbr,County,EthnicIdentity,Age,Gender,MaritalStatus,Veteran,Imprisoned,NumberInHousehold,AnnualIncome,AllowedIncome,Category,Subcategory,AskedOnUtc,ClosedOnUtc,PostText,sentiscore,sentiment,emotion,gen_emo
92739,CA,Yolo,Caucasian,31.0,Female,Single,No,No,3.0,15000.0,51350.0,Family and Children,Wildfire or COVID-19:Family Law,2020-09-02 19:54:26,2020-09-23 15:46:38,fiance Mendivil share child together also mother sole custody two children passed away little week ago mother lived family children resided others coparenting relationship wasnt good one lot emotions animosity upset would withhold children soon passed family went emergency temporary guardianship court date agreed temporary get things sorted trying go everything right kids intentions heart tried speaking low income attorney area since family also reached able help parties questions since sole custody paperwork would need fill order custody granted Also would respondent needed since mother deceased steps needed us regards guardianship case told exact paperwork filled wanted file testimony witnesses documents turn court date bit confused provide courts odds us getting children back would stop court granting custody would benefit write testimony since childs mom best interest type things write regards case testimony look like point low income family able go hire attorney looking type guidance point,0.9164,positive,"{'Happy': 0.06, 'Angry': 0.03, 'Surprise': 0.29, 'Sad': 0.18, 'Fear': 0.44}",Fear
92740,CA,Yolo,Caucasian,31.0,Female,Single,No,No,3.0,15000.0,51350.0,Family and Children,Wildfire or COVID-19:Family Law,2020-09-02 19:54:26,2020-09-23 15:46:38,Dear Ms highly recommended make selfhelp appointment staff Yolo County Superior Court representing attorney best resource help process dont lawyer schedule minute inperson meetings call email regular business hours website also many selfhelp materials visit link httpswwwyolocourtscagovselfhelpmain California courts highly recommend people find lawyer represent even though right represent California courts also provided information help find lowcost lawyer follow link httpswwwcourtscagovselfhelpfindlawyerhtm Yolo County information find lowincome legal services lawyer link httpslsncnet answered questions best ability given know case included links California laws refer would like take look Question paperwork needs filed order get custody Mr Mendivil respondent Parents fundamental interest care companionship custody children custodial parent dies surviving parent automatically entitled custody minor children unless proved clear convincing evidence custody would childrens best interests would detrimental children California Family Code original custody order parties Mr Mendivil childrens mother one person assert parental rights would Mr Mendivil words one parent died parent entitled custody children California Family Code parent file request family law case obtain child custody orders means judge determines Mr Mendivil custody children California Courts created list forms parents seeking custody minor children Use link httpswwwcourtscagovhtm Go tab labeled Forms instructions set custody visitation Petition Custody Support Minor Children set tab existing family law case parent file Request Order Form FL Based description seems existing case existing family law case children parent needs file new Petition Custody Declaration Uniform Child Custody Jurisdiction Enforcement Act UCCJEA Summons Request Order Proof Service forms must also fill Family Information Form find httpswwwyolocourtscagovdivisionsfamily ask judge grant custody Mr Mendivil Courts charge fees Low income families may qualify fee waiver Please sure include fee waiver file first document Yolo County provided fee waiver information httpswwwyolocourtscagovformsfilingfeeschedule Please keep mind several documents fill challenging complete Family Law Facilitator help fill forms accurately find contact information httpswwwyolocourtscagovdivisionsfamily recommend contact soon possible timely case judge usually wants complete guardianship matter issuing family law order means likely judge want make decision guardianship case deciding petition custody circumstances unique may different good thing keep mind process could take time Whenever see name respondent want include names parties seeking guardianship would aunts Question steps taken guardianship case aunt filing guardianship also given document entitled something like Citation Appear Show Cause court date Mr Mendivil must present date guardianship hearing sides go court front judge Mr Mendivil object guardianship means tell judge want childrens aunt guardian wants custody children unlikely hearing occur courtroom Due COVID Yolo County Superior Court conducting almost hearings via Zoom teleconference important make sure information attend hearing well advance court date Yolo County Superior Court specific forms fileInstead Mr Mendivil want file Objection Guardianship pleading paper done well advance court date Follow link scroll way bottom download template pleading paper httpswwwcourtscagovselfhelpformshtmrdeLocaleAttrenNonformPleadings file guardianship case need careful accurate filling document San County Objection Guardianship form choose use form determine important information youll know write pleading paper find httpswwwsbcourtorgsitesdefaultfilesSelfHelpObjectionToGuardianshippdf fill San County form meant reference help write objection pleading paper file Yolo County example document name Objection Guardianship Mr Mendivils relationship children father form also explain objects guardianship important also serve give objection parties seeking guardianship childrens aunts file Proof Service form court Proof Service form bottom list many forms saw followed link httpswwwcourtscagovhtm see person serves gives papers parties aunts must least Proof Service record show gave objection parties know objecting go hearing helpful California law keep mind write objectionWhen parent objects guardianship given nonparent court grant guardianship unless finds clear convincing evidence granting custody parent would detrimental child granting custody nonparent required serve best interest child Guardianship Ann th California Supreme Court case citing California Family Code words judge thinks living parent would detrimental children likely grant guardianship courts primary concern hearing health safety welfare children California Family Code Judges want put children stable home environment live someone taken role parent substantial period time California Family Code Judges likely award guardianship nonparent believe parent drug alcohol abuse problem history abusive California Courts SelfHelp Please aware filling forms getting help Family Law Facilitator participating process take time work part Completing work early possible help prepared court date advance court date may file declarations relevant evidence support position use link pleading paper decide write declaration declarations support Mr Mendivils position must served side like forms must also file proof service prove gave side documents documents declarations evidence objection proof service must filed court well advance court date papers need filed served parties least California Code Civil Procedure variable circumstances safe might consider completing process least find Yolo local rules httpswwwyolocourtscagovsitesdefaultfilesimagesYoloSuperiorCourtLocalRulesEffectivepdf Question odds Mr Mendivil getting children back would stop court granting custody seems like trial court would making initial permanent custody determination emergency temporary custody arrangement established far trial court makes initial custody determination widest discretion make plan best interest child California Family Code b trial court must look circumstances influence best interest child making custody decision Burchard v Garay TERM Family Code section best interest child trying make custody decision factors health,0.9998,positive,"{'Happy': 0.07, 'Angry': 0.01, 'Surprise': 0.2, 'Sad': 0.11, 'Fear': 0.6}",Fear
92807,CA,Sacramento,Other,23.0,Male,Married / remarried,No,No,2.0,12000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2020-09-27 03:12:28,2020-10-29 22:02:20,Hello AngelloAs much would like help legal issue Californias Free Legal Answers attorneys allowed answer legal questions related COVIDor California Nevertheless may places find help issue Please see list possible resourcesThank using CA Free Legal Answers hope one resources helpful SincerelyAdministratorCalifornia Free Legal Answers places find helpThere may services help list resourcesFree Disaster Legal Assistance HOTLINE Spanish speakersSpanish speaking users call Press option number one Usarios Hispanohablantes llaman Opriman opcion unoTo search free legal aid providers county Law Help CA find Lawyer Referral Service County get regular paid attorney possibly lowfee attorney lowincome LRS County Disaster Legal Services Covid Disaster Legal Services helpful agencies Veterans ABA Home FrontwwwabahomefrontorgABA Home Front provides legal information resources directory legal programs veterans service members military families Programs listed include military legal assistance offices legal aid pro bono organizations lawyer referral information services militaryspecific programs availableABA Military Pro Bono ProjectwwwmilitaryprobonoorgThe ABA Military Pro Bono Project accepts case referrals military attorneys behalf juniorenlisted activeduty military personnel facing civil legal issues works place cases pro bono attorneys Swords Plowshareshttpswwwswordstoplowsharesorg Employment Legal Aid WorkEqual Rights AdvocatesNational Center Lesbian Rights HousingLLTTenants Together Small Property Owners San Housing Economic Rights AdvocatesBay Area Legal Aid hotline Domestic ViolenceViolence familyFamily Violence Law Center OaklandCooperative Restraining Order ClinicLegal Aid San Bay Area Legal Aid hotline Family LawCA Courts SelfHelp Centers,0.9812,positive,"{'Happy': 0.21, 'Angry': 0.03, 'Surprise': 0.14, 'Sad': 0.17, 'Fear': 0.45}",Fear
92808,CA,Yuba,Caucasian,52.0,Female,Divorced or Widowed,No,No,2.0,18000.0,32470.0,Family and Children,Wildfire or COVID-19:Family Law,2020-09-27 13:52:01,2020-10-07 16:56:51,ex restraining order recently filed request wife placed filing response dont go hearing judge considered written response dont go court,0.0,neutral,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.75, 'Fear': 0.25}",Sad
92809,CA,Yuba,Caucasian,52.0,Female,Divorced or Widowed,No,No,2.0,18000.0,32470.0,Family and Children,Wildfire or COVID-19:Family Law,2020-09-27 13:52:01,2020-10-07 16:56:51,Yes judge likely consider written response filed time proper format including signed pains penalties perjury However would advise attend hearing able always best present court deciding issues may major impact,0.6249,positive,"{'Happy': 0.12, 'Angry': 0.12, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.5}",Fear
92810,CA,El Dorado,Caucasian,56.0,Male,Married / remarried,No,No,3.0,1600.0,51350.0,Other,Wildfire or COVID-19: Other related issue,2020-09-27 21:56:14,2020-10-09 20:59:24,Hi lady purchased car private party salewe signed pink slip release liability computer mailed hard copy inshe test drove car loved issues drove stopped payment check money removed account owns car questions return car takes posession takes home put lien car guess take small claims court,0.336,positive,"{'Happy': 0.06, 'Angry': 0.06, 'Surprise': 0.25, 'Sad': 0.12, 'Fear': 0.5}",Fear
92811,CA,El Dorado,Caucasian,56.0,Male,Married / remarried,No,No,3.0,1600.0,51350.0,Other,Wildfire or COVID-19: Other related issue,2020-09-27 21:56:14,2020-10-09 20:59:24,contact lady ask return car given clawed back payment said didnt want carIn situation based facts laid doesnt actually car pay agreed price consider small claims court would try informal route seeing return car Im assuming contact information given engaged sales transaction,0.4905,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.14, 'Sad': 0.29, 'Fear': 0.57}",Fear
92812,CA,El Dorado,Caucasian,56.0,Male,Married / remarried,No,No,3.0,1600.0,51350.0,Other,Wildfire or COVID-19: Other related issue,2020-09-27 21:56:14,2020-10-09 20:59:24,hi thank response pay agreed amount check cleared bank withdrew account went dont want car back teaching car checked dmvthey said car longer name would sell car back wanted,0.1598,positive,"{'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.6, 'Fear': 0.4}",Sad
92813,CA,San Francisco,Other,40.0,Male,Single,No,No,2.0,7000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2020-09-28 03:26:41,2020-10-09 19:37:23,live complex managed property management company HOA Recently approval change backyard Board approved without notice vote intent family know till contractors showed Board said due Covid Remodel means destroying trees shrubs content diseased two arborist say besides trees near windowsThe result Board refused replant removed trees large small shrubs flowers Besides initial idea came one unit Board wanted kids play downstairs family friends caused noise disturbance CCR states noise needs confined unitIs solution Board also spent press management company release much spent work,0.6486,positive,"{'Happy': 0.2, 'Angry': 0.0, 'Surprise': 0.15, 'Sad': 0.15, 'Fear': 0.5}",Fear
92814,CA,San Francisco,Other,40.0,Male,Single,No,No,2.0,7000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2020-09-28 03:26:41,2020-10-09 19:37:23,Hello believe correct initial course action consult HOA agreement determine whether HOA within rights remodel yard based alleged findings diseased dispute resolution options available seek recourse also relevantimportant know whether remodeling applied yard versus common area appears message yard either case received notice opportunity object argument stronger yardWith regard dispute resolution please see Chapter DavisStirling Act see link belowhttpswwwdavisstirlingcomHOMEStatutesDAVISSTIRLINGACTThe DavisStirling Act provides general guidelines dispute resolution procedures permissible HOA agreements general dispute resolution method would file civil lawsuit instead usually begins submitting written complaint request meet confer HOA extent HOA specify dispute resolution method default method seen HOA agreement expect dispute resolution method similarities default procedure submit written request meeting HOA management agreement may also provide third party neutral arbiter resolve outstanding disputes,0.6597,positive,"{'Happy': 0.13, 'Angry': 0.0, 'Surprise': 0.03, 'Sad': 0.1, 'Fear': 0.73}",Fear
92815,CA,San Francisco,Other,40.0,Male,Single,No,No,2.0,7000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2020-09-28 03:26:41,2020-10-09 19:37:23,Thank concise responseIf trapped regarding removal trees community areas garden would argument regarding level noise attached portion CCR regarding noiseSo conversion community garden community children playground unit wanted changes due Covid says rather inside time insisted kid play playground understanding HOA needs treat everyone persons else considered discriminatory Based portion CCR attached case neighbor violating quiet time property asked multiple levels three level complex unit floor heard childs screams may may willing act witness times last hour want taken care else mother lose sanityBy way would able refer us may assist case located San provide additional consultation would open dont know possible due ABA rules even though live submitted data relative owns unit talk retaining attorney consultationThank,-0.5514,negative,"{'Happy': 0.15, 'Angry': 0.0, 'Surprise': 0.15, 'Sad': 0.25, 'Fear': 0.45}",Fear
92816,CA,San Francisco,Other,40.0,Male,Single,No,No,2.0,7000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2020-09-28 03:26:41,2020-10-09 19:37:23,think argument regarding level noise pursuant CCR respect trees yard remodeling think argument weaker initially expected appears community playground common area responsibilities upkeep common areas though providing notice opportunity object HOA members HOA may argue remodeling pursuant responsibility healthsafety reasons general think next step follow HOA agreements procedures dispute resolution contact HOA complaints procedures contact show signs progress may consider consulting attorneyI referrals area also cannot provide consultation beyond message board representation limited capacity,-0.7845,negative,"{'Happy': 0.16, 'Angry': 0.0, 'Surprise': 0.05, 'Sad': 0.21, 'Fear': 0.58}",Fear
92817,CA,San Francisco,Other,40.0,Male,Single,No,No,2.0,7000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2020-09-28 03:26:41,2020-10-09 19:37:23,response property management regarding questions See attachment Due everything adhering house rules nothing contravene happenedThis HOAs response property management suggested follow replanting draftsThe one Board Member commented also past followed hardwood floors without inspection four max occupants unit one point eight occupantsThe plan presented Board Directors APPROVED design designed inspected professionally professional landscapedThe Board followed rules made decision project falls needing approval OwnersThe Board accept suggestions point completed properly approved One member submitted plans paid project unit another unit notification said basic plan may vague without drawings sketches showSo land currently utilized one unit one kid dont want longterm noise neighbor brings done statues limitations reporting Board Member following CCR rules hardwood floors sound impact also association never tap test Ex bought unit Board Member commented wants modify CCRs well concerns Board approvals without public comment modifications approved without units involvedThank much assisting matter family greatly appreciate service provided ABA general public lived,0.8961,positive,"{'Happy': 0.24, 'Angry': 0.05, 'Surprise': 0.19, 'Sad': 0.14, 'Fear': 0.38}",Fear
92818,CA,San Francisco,Other,40.0,Male,Single,No,No,2.0,7000.0,32470.0,Housing and Homelessness,Wildfire or COVID-19: Housing or Landlord/Tenant,2020-09-28 03:26:41,2020-10-09 19:37:23,Thanks context collecting information answer Based information attachment provided approval remodeling appeared done properly accordance CCR said havent seen entire CCR cannot say certainThe statute limitations HOA complaints generally exceptions see link httpwwwcaliforniacondogurucomCCNewsletterCCNewslettershtml relevant California statutes modifications HOA rules require providing notice chance comments HOA members like notice normally See links belowhttpswwwdavisstirlingcomHOMEStatutesCivilCodeaxzzCRljirYhttpswwwdavisstirlingcomHOMEStatutesCivilCodeaxzzCRljirY,0.8402,positive,"{'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.5}",Fear
92819,CA,Stanislaus,Other,38.0,Male,Divorced or Widowed,Yes,No,1.0,25000.0,13590.0,Other,Wildfire or COVID-19: Other related issue,2020-09-28 04:02:52,2020-10-14 18:08:05,us army veteran served finished career army space missile defense command currently service connected almost including traumatic brain injury combat fighting since ran us side effects disabilities contributed unlawful foreclosure families home along police harassment retaliation complaint filed complaint related discrimination disabilitythe police discrimination opened targeted serial domestic violence abuser turn conspired police bring fraudulent charges real abuse committed including murdering service dog lost business family deceased service dog dead lost families home vehicles infant baby never mine begin fighting bank lawyers fighting state team district attorneys im broke since uncle stole excess funds could received foreclosureim facing could get help anything civil rights lawyer foreclosure lawyer someone helps people disappear please let know,-0.9937,negative,"{'Happy': 0.03, 'Angry': 0.03, 'Surprise': 0.31, 'Sad': 0.38, 'Fear': 0.25}",Sad
92820,CA,Stanislaus,Other,38.0,Male,Divorced or Widowed,Yes,No,1.0,25000.0,13590.0,Other,Wildfire or COVID-19: Other related issue,2020-09-28 04:02:52,2020-10-14 18:08:05,Hello much would like help legal issue Californias Free Legal Answers attorneys allowed answer legal questions related COVIDor California Nevertheless may places find help issue Please see list possible resourcesThank using CA Free Legal Answers hope one resources helpful SincerelyAdministratorCalifornia Free Legal Answers places find helpThere may services help list resourcesFree Disaster Legal Assistance HOTLINESpanish speakersSpanish speaking users call Press option number one Usarios Hispanohablantes llaman Opriman opcion unoTo search free legal aid providers county Law Help CA find Lawyer Referral Service County get regular paid attorney possibly lowfee attorney lowincome LRS County Disaster Legal Services Covid Disaster Legal Services helpful agencies Veterans ABA Home FrontwwwabahomefrontorgABA Home Front provides legal information resources directory legal programs veterans service members military families Programs listed include military legal assistance offices legal aid pro bono organizations lawyer referral information services militaryspecific programs availableABA Military Pro Bono ProjectwwwmilitaryprobonoorgThe ABA Military Pro Bono Project accepts case referrals military attorneys behalf juniorenlisted activeduty military personnel facing civil legal issues works place cases pro bono attorneys Swords Plowshareshttpswwwswordstoplowsharesorg Employment Legal Aid WorkEqual Rights AdvocatesNational Center Lesbian Rights HousingLLTTenants Together Small Property Owners San Housing Economic Rights AdvocatesBay Area Legal Aid hotline Domestic ViolenceViolence familyFamily Violence Law Center OaklandCooperative Restraining Order ClinicLegal Aid San Bay Area Legal Aid hotline Family LawCA Courts SelfHelp Centers,0.9812,positive,"{'Happy': 0.21, 'Angry': 0.03, 'Surprise': 0.14, 'Sad': 0.17, 'Fear': 0.45}",Fear
92821,CA,Alameda,Caucasian,49.0,Female,Divorced or Widowed,No,No,1.0,18000.0,13590.0,Family and Children,Wildfire or COVID-19:Family Law,2020-09-28 20:35:14,2020-09-28 21:25:55,lower court denied set aside judgement based lack proof fact case turned opposing provide eveidence needed prove wrong since controlling spouse Ie Marguiles vs Marguiles mention conflict interest opposings attorney Corperate attorney ie Woods appeal attorney created spreadsheet reflect cp Values managed conceal fact double charging called Corperate debt excess made misrepresentations courts order get contested agreement finialized due accidental date mix second court hearing ex could said something court morning texted going work picking daughter Instead holds info asked court court fails see failed instead opts denies requests attorney present good court also goes record shut attorney Corperation court moving criminal division therefore continuation present happening end appeal discovered accounting fraud wanted part information say least Law makes sense helps villains let rest wrong state bar currently investigating possibly prosecution attorney misconduct well Let know facts neededcase HFcase APlease dont get wrong fully understand policy finality needs end litigation means court listened pleadings intuition ex something could long finished properly wanting go back thru cp want restitution value denied begin exceedingly courts aloud ex minimize responsibility financial much may need go assistance become burden state clearly van buzzeled,-0.9918,negative,"{'Happy': 0.08, 'Angry': 0.03, 'Surprise': 0.1, 'Sad': 0.18, 'Fear': 0.62}",Fear
